title,company,experience,salary,location,description,skills,posted,salary_disclosed,min_experience,max_experience,work_mode,location_list,skills_list,min_salary,max_salary,salary_in_lacs
Data Analyst,Han Digital Solution,1-2,,"Lakshadweep, Panaji, Dadra & Nagar Haveli, Nagar, North & Middle Andaman, Daman & Diu, New Delhi, Jammu",. Technical Skills: Proficiency in data analysis tools and programming languages like S...,"Analytical Skills, Data Analysis, Sales, Data Collection, Programming, Healthcare, Data Visualization, Public Health",3+ weeks ago,False,1,2,On-site,"['Lakshadweep', 'Panaji', 'Dadra & Nagar Haveli', 'Nagar', 'North & Middle Andaman', 'Daman & Diu', 'New Delhi', 'Jammu']","['Analytical Skills', 'Data Analysis', 'Sales', 'Data Collection', 'Programming', 'Healthcare', 'Data Visualization', 'Public Health']",,,False
Immediately Hiring - Data Analyst,Millennium Organisation,2-4,3-6 Lacs PA,Mumbai (All Areas),"Hands-on experience in Power BIGood analytical, logical & problem-solving skills","Power Bi Dashboards, Power BI, Vlookup, Advanced Excel, Hlookup, Power Bi Reports, Pivot Table, Data Analysis",3 weeks ago,True,2,4,On-site,['Mumbai (All Areas)'],"['Power Bi Dashboards', 'Power BI', 'Vlookup', 'Advanced Excel', 'Hlookup', 'Power Bi Reports', 'Pivot Table', 'Data Analysis']",3.0,6.0,True
Data Analyst,Millennium Organisation,2-4,3-6 Lacs PA,Mumbai (All Areas),"Hands-on experience in Power BIGood analytical, logical & problem-solving skills","Power Bi Dashboards, Power BI, Vlookup, Advanced Excel, Hlookup, Power Bi Reports, Pivot Table, Data Analysis",3+ weeks ago,True,2,4,On-site,['Mumbai (All Areas)'],"['Power Bi Dashboards', 'Power BI', 'Vlookup', 'Advanced Excel', 'Hlookup', 'Power Bi Reports', 'Pivot Table', 'Data Analysis']",3.0,6.0,True
Data Analyst (Part time Onsite),Weltec,5-10,,"Ahmedabad(Navrangpura), Vadodara(Sayajigunj)","Teaching practical training in Data Analytics, SQL, Excel, Power BI. Prepare lesson pla...","Power BI, Data Analysis, Data Visualization, Advanced Excel, Tableau, Dashboards, Data Analysis, Mis Reporting",3 days ago,False,5,10,On-site,"['Ahmedabad(Navrangpura)', 'Vadodara(Sayajigunj)']","['Power BI', 'Data Analysis', 'Data Visualization', 'Advanced Excel', 'Tableau', 'Dashboards', 'Data Analysis', 'Mis Reporting']",,,False
"Analyst, Data Interchange and Development",Magna International,3-8,,Bengaluru,"Experience with Seeburger BIS 6, SupplyWEB and iPoint an assetCompletion of Community C...","Hp Data Protector, Artificial Intelligence, Billing, Network Engineering, Database Administration, System Design, Edi, Information Technology",3+ weeks ago,False,3,8,On-site,['Bengaluru'],"['Hp Data Protector', 'Artificial Intelligence', 'Billing', 'Network Engineering', 'Database Administration', 'System Design', 'Edi', 'Information Technology']",,,False
Data Analyst,Falcon Smart It,2-6,,Bengaluru,Advanced excel and macros . Data Analysis - mainly ERP download reports in inventory . ...,"Erp, Data Analysis, Publishing, Kaizen, Advanced Excel, Powerpoint, Macros",3+ weeks ago,False,2,6,On-site,['Bengaluru'],"['Erp', 'Data Analysis', 'Publishing', 'Kaizen', 'Advanced Excel', 'Powerpoint', 'Macros']",,,False
"Analyst, Electronical Data Interchange",Levi Strauss,3-4,,Bengaluru,Experience with daily support of OTC EDI processes (SAP EDI and mappings issue resoluti...,"Order Management, Performance Tuning, Automation, Data Analysis, SAP, Customer Support, Customer Service, Edi",3+ weeks ago,False,3,4,On-site,['Bengaluru'],"['Order Management', 'Performance Tuning', 'Automation', 'Data Analysis', 'SAP', 'Customer Support', 'Customer Service', 'Edi']",,,False
Analyst - Data Governance,Continental,3-5,,Bengaluru,Basic hands-on experience with governance tools and metadata systems. Strong analytical...,"Operational Support, Metadata, Data Governance, Data Quality, Data Integrity, Data Privacy, Information Management",3+ weeks ago,False,3,5,On-site,['Bengaluru'],"['Operational Support', 'Metadata', 'Data Governance', 'Data Quality', 'Data Integrity', 'Data Privacy', 'Information Management']",,,False
Data Analyst,TALENTPULL AND INFRASTRUCTURE PRIVATE LIMITED,0-2,2-4.25 Lacs PA,Gurugram,"Telecom Operations / NOC / O&M experience Strong knowledge of Excel (VLOOKUP, Pivot Tab...","Sop, Capa, Google Sheets, Rca, Excel, Slas, Sheet",3+ weeks ago,True,0,2,On-site,['Gurugram'],"['Sop', 'Capa', 'Google Sheets', 'Rca', 'Excel', 'Slas', 'Sheet']",2.0,4.25,True
Data Analyst Mechanical/Instrumentation,Idexcel,4-7,,"Bengaluru, Vadodara",Role & responsibilities . Data Analyst[3-6 yr Experience Mechanical / Instrumentation] ...,"Drawings, Cmms, Plant Maintenance, P&Ids, Erp, Data Management, Datasheets, Vendor Documents",3+ weeks ago,False,4,7,On-site,"['Bengaluru', 'Vadodara']","['Drawings', 'Cmms', 'Plant Maintenance', 'P&Ids', 'Erp', 'Data Management', 'Datasheets', 'Vendor Documents']",,,False
Data Analyst,Umanist India,9-11,22.5-35 Lacs PA,"Navi Mumbai, Pune(Viman Nagar), Mumbai (All Areas)",Hiring Data Analyst (6+ yrs) – Pune (Viman Nagar). Mandatory: E-commerce domain experie...,"Azure Cloud, Eda, Gcp, Postgresql, Pandas, Plotly, E-Commerce, Numpy",3+ weeks ago,True,9,11,On-site,"['Navi Mumbai', 'Pune(Viman Nagar)', 'Mumbai (All Areas)']","['Azure Cloud', 'Eda', 'Gcp', 'Postgresql', 'Pandas', 'Plotly', 'E-Commerce', 'Numpy']",22.5,35.0,True
Data Office - Privacy Analyst - DPDP Grievance Redressal,Hdfc Bank,6-11,,Mumbai (All Areas),Job Title: Privacy Analyst DPDP Grievance RedressalJob Purpose Support the Chief of DPD...,"Grievance Redressal, Regulatory Compliance, Grievance Handling, Rca, Compliance Analysis, Customer Grievance, Process Compliance, Grievance Management",2 weeks ago,False,6,11,On-site,['Mumbai (All Areas)'],"['Grievance Redressal', 'Regulatory Compliance', 'Grievance Handling', 'Rca', 'Compliance Analysis', 'Customer Grievance', 'Process Compliance', 'Grievance Management']",,,False
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7,,Aurangabad,Participate in code reviews and contribute to the improvement of the overall codebase q...,"Digital, Python, Data Analysis, Natural Language Processing, Data Mining, Predictive Analytics, Machine Learning, SQL",3+ weeks ago,False,3,7,On-site,['Aurangabad'],"['Digital', 'Python', 'Data Analysis', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Machine Learning', 'SQL']",,,False
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7,,Nashik,Participate in code reviews and contribute to the improvement of the overall codebase q...,"Digital, Python, Data Analysis, Natural Language Processing, Data Mining, Predictive Analytics, Machine Learning, SQL",3+ weeks ago,False,3,7,On-site,['Nashik'],"['Digital', 'Python', 'Data Analysis', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Machine Learning', 'SQL']",,,False
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7,,Thane,Participate in code reviews and contribute to the improvement of the overall codebase q...,"Digital, Python, Data Analysis, Natural Language Processing, Data Mining, Predictive Analytics, Machine Learning, SQL",3+ weeks ago,False,3,7,On-site,['Thane'],"['Digital', 'Python', 'Data Analysis', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Machine Learning', 'SQL']",,,False
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7,,Nagpur,Participate in code reviews and contribute to the improvement of the overall codebase q...,"Digital, Python, Data Analysis, Natural Language Processing, Data Mining, Predictive Analytics, Machine Learning, SQL",3+ weeks ago,False,3,7,On-site,['Nagpur'],"['Digital', 'Python', 'Data Analysis', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Machine Learning', 'SQL']",,,False
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7,,Mumbai,Participate in code reviews and contribute to the improvement of the overall codebase q...,"Digital, Python, Data Analysis, Natural Language Processing, Data Mining, Predictive Analytics, Machine Learning, SQL",3+ weeks ago,False,3,7,On-site,['Mumbai'],"['Digital', 'Python', 'Data Analysis', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Machine Learning', 'SQL']",,,False
Engineer/Data Analyst,Mycitynagpur,5-8,,Nagpur,Candidate should be Computer/IT/B.Sc/ M.Sc.   Experience required but fresher can als...,"Data Analysis, Engineering",3+ weeks ago,False,5,8,On-site,['Nagpur'],"['Data Analysis', 'Engineering']",,,False
Measurement Data Analyst,Tata Technologies,3-8,,"Pune, Chennai",Strong hands-on experience in: . PythonExperience working with: . Test cell / test benc...,"Extraction, Engine, Cleansing, Python, Nvh, Excel, Power BI, Exhaust",2 weeks ago,False,3,8,On-site,"['Pune', 'Chennai']","['Extraction', 'Engine', 'Cleansing', 'Python', 'Nvh', 'Excel', 'Power BI', 'Exhaust']",,,False
"Data Engineer / Data Analyst | SQL, Power BI & Data Warehousing",Synechron,5-10,,Pune,"Qualifications . Bachelors or Masters degree in Computer Science, Information Technolog...","Data Engineer, Azure, Power BI, Sql Server, Synapse Analytics, Numpy, SQL",3 weeks ago,False,5,10,On-site,['Pune'],"['Data Engineer', 'Azure', 'Power BI', 'Sql Server', 'Synapse Analytics', 'Numpy', 'SQL']",,,False
Analyst,Tresvista Financial Services,0-2,,Mumbai,About TresVista    TresVista is a global enterprise offering a diversified portfolio ...,"Accounting, Industry Research, Verbal Communication, Powerpoint, Communication Skills, Excel",2 weeks ago,False,0,2,On-site,['Mumbai'],"['Accounting', 'Industry Research', 'Verbal Communication', 'Powerpoint', 'Communication Skills', 'Excel']",,,False
Excellent Job Opening  _ Data Analyst _ Chennai,Clover Infotech,7-12,,Chennai,Requirement : Data Analyst / Team Lead. Total Experience: 7+ years. Strong experience i...,"Data Warehousing, Financial Sector, Banking Sector, Data Modeling, ETL, SQL, Modeling",3+ weeks ago,False,7,12,On-site,['Chennai'],"['Data Warehousing', 'Financial Sector', 'Banking Sector', 'Data Modeling', 'ETL', 'SQL', 'Modeling']",,,False
Knowledge Analyst Data Curation & Classification,Sia Partners,2-7,,Mumbai,"Bachelor s degree in Business, Information Management, or a related field. 2+ years of ...","Content Management, Automation, Operational Support, Consulting, Data Processing, Data Quality, Information Management",2 weeks ago,False,2,7,On-site,['Mumbai'],"['Content Management', 'Automation', 'Operational Support', 'Consulting', 'Data Processing', 'Data Quality', 'Information Management']",,,False
Specialist- Data & Planning Analyst,Nordex Engineering And Technology,6-8,,Chennai,"Maintain and update master data in SAP . HANA and Osapiens for defective parts, repaira...","Supply Chain, Material Management, Data Validation, Operational Support, Claims, Maintenance Manager, Forecasting",3 weeks ago,False,6,8,On-site,['Chennai'],"['Supply Chain', 'Material Management', 'Data Validation', 'Operational Support', 'Claims', 'Maintenance Manager', 'Forecasting']",,,False
Data Analysts,Patio Digital,3-6,,Faridabad,"Desirable candidates must be proficient in data entry, MS excel and must be detail orie...","Excel, Data Entry, Data Analysis, Analysts",3+ weeks ago,False,3,6,On-site,['Faridabad'],"['Excel', 'Data Entry', 'Data Analysis', 'Analysts']",,,False
Specialist- Data & Planning Analyst,Nordex Group,2-5,,Chennai,"Maintain and update master data in SAP . HANA and Osapiens for defective parts, repaira...","Operational Support, Data Analysis, Software Testing, Data Validation, Supply Chain, Data Manipulation, KPI, Forecasting",3+ weeks ago,False,2,5,On-site,['Chennai'],"['Operational Support', 'Data Analysis', 'Software Testing', 'Data Validation', 'Supply Chain', 'Data Manipulation', 'KPI', 'Forecasting']",,,False
Data Governance Analyst,Msbc Group,2-7,,Remote,Data Governance Analyst         Job Category:    Data Governance Analyst      Job Type:...,"Automation, Data Management, Coding, Fixed Income, Data Quality, Financial Services",3+ weeks ago,False,2,7,Remote,['Remote'],"['Automation', 'Data Management', 'Coding', 'Fixed Income', 'Data Quality', 'Financial Services']",,,False
Analyst - Data Integration,Ansell,7-10,,Mumbai,Ensure data quality and integrity by implementing data validation and testing procedure...,"Integration, Analyst, Professional Skills, Data Analysis, Data Integration",3+ weeks ago,False,7,10,On-site,['Mumbai'],"['Integration', 'Analyst', 'Professional Skills', 'Data Analysis', 'Data Integration']",,,False
Data Governance Analyst,Data Economy,3-8,,Hyderabad,"Requirements . Education: . Bachelor\degree\ in Computer Science, Information Systems, ...","Computer Science, Health Insurance, Data Management, Data Governance, Issue Resolution, Informatica",3+ weeks ago,False,3,8,On-site,['Hyderabad'],"['Computer Science', 'Health Insurance', 'Data Management', 'Data Governance', 'Issue Resolution', 'Informatica']",,,False
Data informatics Analyst,Ivtree It Solutions,4-7,,Hyderabad,Disclaimer: This job description has been sourced from a public domain and may have bee...,"Database Maintenance, Data Analysis, Oracle, Data Management, Data Validation, Problem Solving, Informatics, SQL",3+ weeks ago,False,4,7,On-site,['Hyderabad'],"['Database Maintenance', 'Data Analysis', 'Oracle', 'Data Management', 'Data Validation', 'Problem Solving', 'Informatics', 'SQL']",,,False
Analyst - Data Integration,Ansell,7-10,,Navi Mumbai,Ensure data quality and integrity by implementing data validation and testing procedure...,"Integration, Analyst, Professional Skills, Data Integration, Data Analysis",3+ weeks ago,False,7,10,On-site,['Navi Mumbai'],"['Integration', 'Analyst', 'Professional Skills', 'Data Integration', 'Data Analysis']",,,False
Knowledge Analyst Data Curation & Classification,Sia Partners,2-5,,Mumbai,"Bachelor s degree in Business, Information Management, or a related field 2+ years of e...","Compliance, Knowledge Analyst, Consulting, Data Processing, Data Quality, Information Management",3+ weeks ago,False,2,5,On-site,['Mumbai'],"['Compliance', 'Knowledge Analyst', 'Consulting', 'Data Processing', 'Data Quality', 'Information Management']",,,False
Data Analyst/Engineer,BMW Techworks India,2-5,,Bengaluru,"Analyze complex data sets to identify trends and patterns, providing insights to stake...","Hive, Python, Data Analysis, Data Analysis, Data Warehousing, Power BI, Machine Learning, Data Engineering",3+ weeks ago,False,2,5,On-site,['Bengaluru'],"['Hive', 'Python', 'Data Analysis', 'Data Analysis', 'Data Warehousing', 'Power BI', 'Machine Learning', 'Data Engineering']",,,False
Senior Executive - Data Analyst,Startek,0-3,,Hosur,Develop and maintain complex data models and databases to support business intelligenc...,"Python, Project Management, Data Analysis, Data Analysis, Data Management, Mis Reporting, Pivot Table, Business Analysis",3+ weeks ago,False,0,3,On-site,['Hosur'],"['Python', 'Project Management', 'Data Analysis', 'Data Analysis', 'Data Management', 'Mis Reporting', 'Pivot Table', 'Business Analysis']",,,False
Data Analysts (Senior/Analyst/Associate),FedEx,0-3,,Mumbai,"Ensure data accuracy, completeness, and integrity through quality assurance processes. ...","Computer Science, Analytical Skills, Data Analysis, Manager Quality Assurance, Fedex, Data Modeling, Mis, Genetics",3+ weeks ago,False,0,3,On-site,['Mumbai'],"['Computer Science', 'Analytical Skills', 'Data Analysis', 'Manager Quality Assurance', 'Fedex', 'Data Modeling', 'Mis', 'Genetics']",,,False
"Analyst, LLMO",Dentsu Webchutney,0-5,,Pune,Time Type: Full timeReporting Tools: Skills to use Looker Studio or Tableau to visualiz...,"Industry Research, Data Analysis, Web Analytics, Senior Analyst, Vlookup, Seo, SQL",3+ weeks ago,False,0,5,On-site,['Pune'],"['Industry Research', 'Data Analysis', 'Web Analytics', 'Senior Analyst', 'Vlookup', 'Seo', 'SQL']",,,False
Data Analyst,Banking,4-9,8-17 Lacs PA,India,Power Bi+SQL+ETL,"Power BI, ETL, SQL, Data Analysis, Business Intelligence",3+ weeks ago,True,4,9,On-site,['India'],"['Power BI', 'ETL', 'SQL', 'Data Analysis', 'Business Intelligence']",8.0,17.0,True
Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-6,,New Delhi,Experience in preparation of regulatory reports shall be an added advantage. Ability to...,"Excel, Strong Analytical Skills, Technical, Database, Technical Lead, Commerce, Software",3+ weeks ago,False,2,6,On-site,['New Delhi'],"['Excel', 'Strong Analytical Skills', 'Technical', 'Database', 'Technical Lead', 'Commerce', 'Software']",,,False
Data Analyst,Nath Outsourcing Solutions,1-3,,Mohali,Work Experience  Candidate with 1 - 3 Years of work experience of Charges Payment Post...,"Payment Posting, Us Healthcare, Data Analysis, Healthcare, Post, Payments",3+ weeks ago,False,1,3,On-site,['Mohali'],"['Payment Posting', 'Us Healthcare', 'Data Analysis', 'Healthcare', 'Post', 'Payments']",,,False
Data Anonymization Analyst,Innova Solutions,4-9,,Bengaluru,Own assigned projects or project tasks and deliver such on time and with the required q...,"Python, SAS, Clinical Data, SQL, Adam, Cdisc, Sas Programming, Sdtm",3 weeks ago,False,4,9,On-site,['Bengaluru'],"['Python', 'SAS', 'Clinical Data', 'SQL', 'Adam', 'Cdisc', 'Sas Programming', 'Sdtm']",,,False
Data Analyst with Low Code,Overture Rede,1-3,,Ahmedabad,o Provide leadership to the Development team and assist the leadership to deliver resul...,"Front End, MySQL, Debugging, Machine Learning, Data Structures, Html, Sdlc",3+ weeks ago,False,1,3,On-site,['Ahmedabad'],"['Front End', 'MySQL', 'Debugging', 'Machine Learning', 'Data Structures', 'Html', 'Sdlc']",,,False
Data-Analyst,Venus Jewel,2-3,,Mumbai,- An educational background must be of computer science or IT 2 to 3 years related expe...,"Computer Science, Administration Management, Deep Learning, Excel, Manager Quality Assurance, Management Systems, Machine Learning",3+ weeks ago,False,2,3,On-site,['Mumbai'],"['Computer Science', 'Administration Management', 'Deep Learning', 'Excel', 'Manager Quality Assurance', 'Management Systems', 'Machine Learning']",,,False
Data Engineer,Infosys,5-10,,Pune,"Bachelor of Engineering, Bachelor Of Technology, Master Of Technology, Master Of Engine...","Data Engineering, Pyspark, Business Intelligence, Scala, Hadoop, Sql Server, Big Data, Tableau",1 day ago,False,5,10,On-site,['Pune'],"['Data Engineering', 'Pyspark', 'Business Intelligence', 'Scala', 'Hadoop', 'Sql Server', 'Big Data', 'Tableau']",,,False
Data Analyst - TRAINEE ENG,Interface Infosys,0-1,,"Chennai, Bengaluru","Interpret data, analyze results using statistical techniques and provide ongoing repo...","Data Systems, Process Improvement, Collection, Data Collection, Data Analysis, Statistical Techniques",1 week ago,False,0,1,On-site,"['Chennai', 'Bengaluru']","['Data Systems', 'Process Improvement', 'Collection', 'Data Collection', 'Data Analysis', 'Statistical Techniques']",,,False
Hiring Clinical Data Analyst - M.Pharmacy - Freshers,Clininfotech,0-2,2.25-3.25 Lacs PA,"Hyderabad(Ameerpet), Pune(Bhavaninagar), Bengaluru(Vijay Nagar)",Urgent Hiring M. Pharmacy fresher Completed Clinical Data Management Training only Elig...,"Mpharm, Quality Assurance, Pharmaceutics, Clinical Research, Pharmacy, Pharmacist, Pharmacology, Biochemistry",2 weeks ago,True,0,2,On-site,"['Hyderabad(Ameerpet)', 'Pune(Bhavaninagar)', 'Bengaluru(Vijay Nagar)']","['Mpharm', 'Quality Assurance', 'Pharmaceutics', 'Clinical Research', 'Pharmacy', 'Pharmacist', 'Pharmacology', 'Biochemistry']",2.25,3.25,True
Analyst,Tresvista Financial Services,0-1,,Pune,Education . Graduate / MBA. Prior team management experience preferred Required Skills ...,"Team Management, Time Management, Compliance, Accounting, Valuation, Industry Research, Vendor",1 day ago,False,0,1,On-site,['Pune'],"['Team Management', 'Time Management', 'Compliance', 'Accounting', 'Valuation', 'Industry Research', 'Vendor']",,,False
Analyst Data Privacy,GIG Consultants,1-6,,Bengaluru,Shift : 12:00- 9:30pmExperience Required. Budget,"Certified Information Privacy Manager, Data Privacy, Certified Information Privacy Professional, Gdpr, Data Analysis, Certified",3+ weeks ago,False,1,6,On-site,['Bengaluru'],"['Certified Information Privacy Manager', 'Data Privacy', 'Certified Information Privacy Professional', 'Gdpr', 'Data Analysis', 'Certified']",,,False
Data Engineer/ Analyst,Arna Softech,4-6,,Indore,Experience with database design and development. . Proficiency in programming languages...,"Hive, Algorithms, Database Maintenance, Python, Data Analysis, Data Validation, Data Warehousing, Problem Solving",2 weeks ago,False,4,6,On-site,['Indore'],"['Hive', 'Algorithms', 'Database Maintenance', 'Python', 'Data Analysis', 'Data Validation', 'Data Warehousing', 'Problem Solving']",,,False
Data Scientist_Senior Analyst,Globant,4-7,,Pune,Stay up-to-date with industry trends and emerging technologies in AI and machine learni...,"Rest, Python, Oracle, Vertex, Maven, Sql Coding, Sql Tuning, Machine Learning",3+ weeks ago,False,4,7,On-site,['Pune'],"['Rest', 'Python', 'Oracle', 'Vertex', 'Maven', 'Sql Coding', 'Sql Tuning', 'Machine Learning']",,,False
Data Engineer,Accenture,2-4,,Pune,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"Data Analysis, Data Engineering, ETL, Data Integration, Etl Process, Hive, Python, Data Analysis",3 days ago,False,2,4,On-site,['Pune'],"['Data Analysis', 'Data Engineering', 'ETL', 'Data Integration', 'Etl Process', 'Hive', 'Python', 'Data Analysis']",,,False
Data Scientist,Infosys,10-14,,Bengaluru,Educational RequirementsBachelor of EngineeringService LineData Analytics UnitResponsib...,"Predictive Modeling, Artificial Intelligence, Natural Language Processing, Data Mining, Tableau, Machine Learning, Statistics",3 days ago,False,10,14,On-site,['Bengaluru'],"['Predictive Modeling', 'Artificial Intelligence', 'Natural Language Processing', 'Data Mining', 'Tableau', 'Machine Learning', 'Statistics']",,,False
Data Scientist,Infosys,5-8,,Pune,"Educational Requirements Bachelor of Engineering, BCA, BSc. Service Line Topaz COE unit...","Predictive Modeling, Artificial Intelligence, Natural Language Processing, Data Mining, Tableau, Machine Learning, Statistics",1 week ago,False,5,8,On-site,['Pune'],"['Predictive Modeling', 'Artificial Intelligence', 'Natural Language Processing', 'Data Mining', 'Tableau', 'Machine Learning', 'Statistics']",,,False
Data Analyst / Data Engineer (Internship),Dream It,0-1,,Gurugram,"Experience with data analysis tools such as SQL, Excel, or statistical software.","Hive, Algorithms, Python, C++, Data Analysis, Dbms, Problem Solving, Data Pipeline",5 days ago,False,0,1,On-site,['Gurugram'],"['Hive', 'Algorithms', 'Python', 'C++', 'Data Analysis', 'Dbms', 'Problem Solving', 'Data Pipeline']",,,False
Analyst,eClerx,0-2,,Navi Mumbai,"Experience in Data Analytics & Seismic Tool ( Configuration, create layers). Good to ha...","Python, Data Analysis, Data Validation, Business Intelligence, Seismic, Power BI, Business Analytics, Monitoring",1 week ago,False,0,2,On-site,['Navi Mumbai'],"['Python', 'Data Analysis', 'Data Validation', 'Business Intelligence', 'Seismic', 'Power BI', 'Business Analytics', 'Monitoring']",,,False
Analyst,Tresvista Financial Services,0-2,,Pune,Required Skills Experience,"Data Analysis, Team Management, Workflow, Management Skills, Industry Research, Investment, Market Research",3+ weeks ago,False,0,2,On-site,['Pune'],"['Data Analysis', 'Team Management', 'Workflow', 'Management Skills', 'Industry Research', 'Investment', 'Market Research']",,,False
GCP Data Scientist_Senior Analyst,Globant,4-8,,Aurangabad,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"C#, Python, Project Management, C++, Css, Software Development, Oracle",3+ weeks ago,False,4,8,On-site,['Aurangabad'],"['C#', 'Python', 'Project Management', 'C++', 'Css', 'Software Development', 'Oracle']",,,False
GCP Data Scientist_Senior Analyst,Globant,4-8,,Nashik,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"C#, Python, Project Management, C++, Css, Software Development, Oracle",3+ weeks ago,False,4,8,On-site,['Nashik'],"['C#', 'Python', 'Project Management', 'C++', 'Css', 'Software Development', 'Oracle']",,,False
GCP Data Scientist_Senior Analyst,Globant,4-8,,Thane,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"C#, Python, Project Management, C++, Css, Software Development, Oracle",3+ weeks ago,False,4,8,On-site,['Thane'],"['C#', 'Python', 'Project Management', 'C++', 'Css', 'Software Development', 'Oracle']",,,False
GCP Data Scientist_Senior Analyst,Globant,4-8,,Nagpur,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"C#, Python, Project Management, C++, Css, Software Development, Oracle",3+ weeks ago,False,4,8,On-site,['Nagpur'],"['C#', 'Python', 'Project Management', 'C++', 'Css', 'Software Development', 'Oracle']",,,False
GCP Data Scientist_Senior Analyst,Globant,4-8,,Mumbai,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"C#, Python, Project Management, C++, Css, Software Development, Oracle",3+ weeks ago,False,4,8,On-site,['Mumbai'],"['C#', 'Python', 'Project Management', 'C++', 'Css', 'Software Development', 'Oracle']",,,False
Data Privacy Analyst,Indusind Bank,7-10,20-25 Lacs PA,Mumbai (All Areas),Role & responsibilities  - Develop and maintain the enterprise privacy governance frame...,"Data Protection, Privacy Compliance, Data Privacy, Hp Data Protector, Compliance",3+ weeks ago,True,7,10,On-site,['Mumbai (All Areas)'],"['Data Protection', 'Privacy Compliance', 'Data Privacy', 'Hp Data Protector', 'Compliance']",20.0,25.0,True
Analyst Data Integration,Ansell,2-7,,Mumbai,"Conduct root-cause analysis for PLAN Comind tickets related to IT BI, Data Lake, Interf...","Python, Data Management, Supply Chain, Ai, Databricks, Machine Learning, Master Data Management, Data Engineering",3+ weeks ago,False,2,7,On-site,['Mumbai'],"['Python', 'Data Management', 'Supply Chain', 'Ai', 'Databricks', 'Machine Learning', 'Master Data Management', 'Data Engineering']",,,False
Data Analyst (Marathi Speaker - India),Peroptyx,0-5,,Remote,"The flexibility of our roles minimizes the impact on your daily routine.So, whether you...","English, Marathi, Data Analysis, Attention To Detail, Mapping, Interpretation",1 week ago,False,0,5,Remote,['Remote'],"['English', 'Marathi', 'Data Analysis', 'Attention To Detail', 'Mapping', 'Interpretation']",,,False
Analyst,eClerx,0-4,,Mumbai,Conduct thorough analysis of complex data sets to identify trends and patterns. Develo...,"Microsoft Office Applications, Database Maintenance, Data Analysis, Windows Xp, Operating Systems, Problem Solving, Autocad",1 week ago,False,0,4,On-site,['Mumbai'],"['Microsoft Office Applications', 'Database Maintenance', 'Data Analysis', 'Windows Xp', 'Operating Systems', 'Problem Solving', 'Autocad']",,,False
Economic Analyst,Crisil,0-8,,Pune,Functional Responsibility / Domain Related              Assist S&P Economists wi...,"Data Analysis, Quantitative Research, Information Security, Machine Learning, Predictive Modeling, Stakeholder Management",3+ weeks ago,False,0,8,On-site,['Pune'],"['Data Analysis', 'Quantitative Research', 'Information Security', 'Machine Learning', 'Predictive Modeling', 'Stakeholder Management']",,,False
Chartered Accountant,Bajaj Finserv Health,0-1,,"Pune, Bengaluru",Eligible - Only Qualified CA Fresher 2026 Jan Exam & CA fresher 2025 Sept Exam,"Finance Control, Orm, Budgeting, Finance, Accounting, Control",3 weeks ago,False,0,1,On-site,"['Pune', 'Bengaluru']","['Finance Control', 'Orm', 'Budgeting', 'Finance', 'Accounting', 'Control']",,,False
Data Intelligence Analyst,Flexm,3-6,,Remote,Required Skills Qualifications Databases (SQL preferred). Entity matching. Good to Have...,"Backend, Data Analysis, Automation, Data Validation, Schema, Data Collection, Html, Manager Quality Control",3+ weeks ago,False,3,6,Remote,['Remote'],"['Backend', 'Data Analysis', 'Automation', 'Data Validation', 'Schema', 'Data Collection', 'Html', 'Manager Quality Control']",,,False
Data Acquisition Analyst,Amgen Inc,1-3,,Hyderabad,"Basic Qualifications and Experience: . Bachelors degree in life sciences, computer scie...","Data Acquisition, Biotechnology, Compliance, Clinical Operations, Data Management, Database Design, Vendor Management",3 weeks ago,False,1,3,On-site,['Hyderabad'],"['Data Acquisition', 'Biotechnology', 'Compliance', 'Clinical Operations', 'Data Management', 'Database Design', 'Vendor Management']",,,False
Data Engineer / Analyst,Naghavi Fintech,2-5,,Bengaluru,Naghavi fintech is looking for Data Engineer / Analyst to join our dynamic team and emb...,"Data Quality, Data Analysis, Data Pipeline, Data Visualization, ETL, Data Engineering, Fintech, Engineering",3+ weeks ago,False,2,5,On-site,['Bengaluru'],"['Data Quality', 'Data Analysis', 'Data Pipeline', 'Data Visualization', 'ETL', 'Data Engineering', 'Fintech', 'Engineering']",,,False
