title,company,experience,salary,location,description,skills,posted
Data Analyst,Movate Technologies,5-7 Yrs,18-20 Lacs PA,Gurugram,"Shift 2PM -11 PM (WFO) . Good understanding of data profiling, data validation, data qu...","Power Bi, Data Visualization, Snowflake, Data Analysis, Tableau, Sigma Js, Python, SQL",2 weeks ago
Data Analyst,RheinBrcke IT Consulting,4-9 Yrs,,Chennai,"Develop, maintain, and enhance SSIS packages and SSRS reports to support business int...","SQL queries, Analytical, SSRS, data governance, Performance optimization, power bi, Data Analyst, SSIS",3+ weeks ago
Data Analyst,Payoneer,1-3 Yrs,,Gurugram,"Proficient in BI and visualization tools such as Looker, Power BI, or Tableau, and buil...","python, data analysis, sql queries, data validation, bi, data processing, power bi, business analysis",3+ weeks ago
Data Analyst,Creditsafe,4-6 Yrs,,Hyderabad,"Awareness of AWS services such as Redshift, S3, Athena, Lambda, Step Functions, AWS Bat...","Data analysis, Manager Quality Assurance, Business transformation, Data management, Process improvement, Customer retention, Data quality, Business intelligence",3 weeks ago
Data Analyst,Greencell Mobility,5-10 Yrs,5-10 Lacs PA,Mumbai (All Areas),"Role & responsibilities Prepare and maintain daily, weekly, and monthly MIS reports rel...","MIS Operations, Excel, Power Bi, MIS, Advanced Excel, MIS Reporting, Data analysis, Operations",3 weeks ago
Data Analyst,LRN Corporation,4-9 Yrs,,Mumbai,"Bachelor s degree (BA / BS) in a relevant field (e.g., Economics, Mathematics, Business...","Data analysis, Sales, Analytical, commercial strategy, Workflow, Data Analyst, Reporting tools, SQL",3+ weeks ago
Data Analyst,Analytics Vidhya,1-3 Yrs,,Gurugram,"Skills Required: . Proficient in Python, SQL, Excel, and data visualization tools (Powe...","data science, Analytical, Machine learning, power bi, Data Analyst, data visualization, Analytics, SQL",3+ weeks ago
Data Analyst,Bestpeers Infosystem,5-7 Yrs,,Indore,"Bachelor s degree in Data Science, Statistics, Mathematics, Computer Science, or a rela...","Data analysis, Statistical analysis, Data management, Process improvement, data integrity, Data Analyst, data visualization, SQL",3+ weeks ago
Data Analyst Data Office,Optimum Solutions,3-8 Yrs,,Chennai,"Job Description   Develop data products, software applications, and data marts to co...","Computer science, SAS, Machine learning, Data processing, data visualization, Stakeholder management, Information technology, Analytics",3 weeks ago
Data Analyst,Guidehouse,1-6 Yrs,,Thiruvananthapuram,"Bachelor s degree in science, business, IT, Analytics, or related field . Travel Requir...","Process automation, SAN, Backend, Data analysis, Staffing, Process improvement, Resource management, Macros",3 weeks ago
Data Analyst,Puresoftware Technology,2-7 Yrs,,"Noida, Gurugram, Manesar",Develop automated reporting schedules to ensure timely delivery of high-quality reports...,"Power Bi, Tableau, Data Pipeline, Dashboards, Reporting, SQL, Data analysis, Pipeline",3 weeks ago
Data Analyst,Weather Risk Management Services,3-4 Yrs,,Gurugram,"Skills and Experience . Strong analytical, modelling, communication, team and project m...","matlab, project management, python, modeling, data analysis, statistical techniques, software testing, management skills",3+ weeks ago
Data Analyst,RightWave InfoSolutions (Pvt) Ltd.,3-8 Yrs,,Noida,"Experience : Min 3 Years, IT / Computers Software Preferred Excellent communication ski...","Process design, Google Analytics, Linguistics, Market research, Data quality, Data Analyst, Reporting tools, CRM",3+ weeks ago
Data Analyst,Skylink Fibernet,2-6 Yrs,,Coimbatore,"Bachelors degree in Statistics, Mathematics, Computer Science, Data Science, or related...","Computer science, Data analysis, data science, Analytical, power bi, Database maintenance, Data Analyst, data visualization",3+ weeks ago
Data analyst,Dr Agarwals Eye Hospital,2-4 Yrs,,Mumbai,Collaborate with cross-functional teams to integrate data analysis into business decisi...,"PowerBI, Advanced Excel, Tableau, VLOOKUP, Dashboards, Macros, HLOOKUP, MIS Reporting",3+ weeks ago
Data Analyst,Better Mortgage,3-8 Yrs,,Gurugram,"Experience working with large datasets in cloud data warehouses (Redshift, BigQuery, Sn...","Loans, Automation, Data analysis, Data modeling, Analytical, Underwriting, Reconciliation, Variance analysis",3+ weeks ago
Data Analyst,Puresoftware Technology,3-7 Yrs,10-18 Lacs PA,Hybrid - Gurugram,"Roles and ResponsibilitiesDesign, develop, and maintain data pipelines using Airflow to...","Power Bi, Bigquery, SQL, Airflow, Tableau, Python, Data analysis, Data",3 weeks ago
Data Analyst,99plus It Solutions,2-5 Yrs,,Vadodara,Job Type: Full Time Experience in data- driven problem solvingExperience of 3- 5 years ...,"Data Analyst, Data analysis, Data",3+ weeks ago
Data Analyst,Guidehouse,3-8 Yrs,,Thiruvananthapuram,"Bachelor s degree in science, business, IT, Analytics, or related field with 3+ years o...","Process automation, SAN, Backend, Data analysis, Staffing, Process improvement, Resource management, Macros",3+ weeks ago
Data Analyst,Zynofus Technologies,6-11 Yrs,,Chennai,"Qualifications: . Bachelors degree in Statistics, Mathematics, Computer Science, or rel...","Computer science, Analytical, Data collection, power bi, data integrity, Data Analyst, Mathematics, data visualization",3+ weeks ago
Data Analyst,Contechub,1-3 Yrs,,Remote,"As a Data Analyst at ConTechHub, you will play a crucial role in helping us manage ...","Data Analyst, Management, Salesforce, Data, Data analysis",3+ weeks ago
Data Analyst,Dynatech In,2-7 Yrs,,Ahmedabad,"Bachelor s degree in Statistics, Mathematics, Computer Science, Economics, or a related...","Computer science, Data analysis, Analytical, Trend analysis, Predictive modeling, data integrity, Business intelligence, Reporting tools",3+ weeks ago
Data Analyst,Innocode Ventures,2-4 Yrs,,Jaipur,Analyze product usage data and customer behavior to drive business insights and product...,"Data analysis, Usage, Analytical, Data Analyst, data visualization, Business intelligence, Statistics, Analytics",3+ weeks ago
Data Analyst,Square Yards,2-5 Yrs,,Gurugram,Experience with Google tag management solutions . Should have hands in MySQL . Intermed...,"tableau, CSS, jQuery, Google Analytics, MySQL, Javascript, power bi, HTML",3+ weeks ago
Data analyst,Zecotok,1-3 Yrs,,Panchkula,"As a Data Analyst at Zecotok, youll transform raw data into actionable insights that ...","Data analysis, Programming, Data Analyst, SQL, Python, Analysis, Program, Data",3+ weeks ago
Data Analyst,Navgathi,2-3 Yrs,,Kochi,Knowledge and experience in Deep Learning-based architectures (DNN / CNN/ RNN/ LSTM / S...,"deep learning, PDF, Front end, Neural networks, Machine learning, Opengl, Data collection, Data Analyst",3+ weeks ago
Data Analyst,Advanced Risk Analytics,2-6 Yrs,,Ahmedabad,"Candidate should have: Knowledge of catastrophe data collection like Flood data, Earthq...","CV, Environmental science, Image processing, Technical, Data collection, Data processing, Data Analyst, MSC",3+ weeks ago
Data Analyst,Vitraya Technologies,2-3 Yrs,,New Delhi,"Bachelor s degree in data science, Statistics, Economics, Computer Science, or a relate...","BPO, Data analysis, Analytical, MySQL, Healthcare, Life sciences, Business intelligence, Operations",3+ weeks ago
DATA - ANALYST,Justlead.in,1-4 Yrs,,Lucknow,Justlead Solutions Private Limited is looking for DATA - ANALYST to join our dynamic te...,"Data Analyst, Data analysis, Analysis, Data",3+ weeks ago
Data Analyst,Dbiz.ai,4-6 Yrs,,Kochi,The ideal candidate will have a strong analytical background and extensive experience i...,"Analytical skills, Data migration, data manipulation, Analytical, data integrity, Data Analyst, data mapping, Management",3+ weeks ago
Data Analyst,Legalwiz.in,1-3 Yrs,,Ahmedabad,"Bachelor s / Masters degree in Computer Science, Information Technology, or related fie...","Computer science, Analytical skills, Computer languages, Excel, Coding, data visualization, Data mining, Business intelligence",3+ weeks ago
Data Analyst,Conlang International,1-3 Yrs,,New Delhi,"Qualifications . Bachelors degree in Data Science, Statistics, Mathematics, Computer Sc...","Computer science, Analytical, Programming, Predictive modeling, Data Analyst, data visualization, Business intelligence, Predictive analytics",3+ weeks ago
Data Analyst,Mid Source Tech,2-5 Yrs,,Hyderabad,"Data Analyst Skills Required . As a data analyst, you should possess the following eigh...","Data analysis, Data modeling, Coding, Process improvement, data governance, Linguistics, Market research, HR",3+ weeks ago
Quantitative Analyst / Data Analyst,Surbhi Finsec,2-7 Yrs,,Ahmedabad,Provide regular updates to the immediate superior as and when required. Quantitative An...,"Statistical modeling, Machine learning, Programming, Quantitative Analyst, Data Analyst, Research, Risk management, Monitoring",3+ weeks ago
Data Analyst,Xportmine,3-4 Yrs,,Udaipur,"Requirements:  Natural language processing, robust to messy text and multiple language...","Customer acquisition, Artificial Intelligence, Network analysis, Machine learning, Information retrieval, Natural language processing, Predictive modeling, Data Analyst",3+ weeks ago
DATA ANALYST,Chaitanya Hospital,3-8 Yrs,,Thiruvananthapuram,"Experience working with large datasets, including data cleaning, transformation, and lo...","algorithms, data analysis, modeling, data validation, bi, documentation, power bi, machine learning",3+ weeks ago
Cloud Data Analyst,Jefferies Financial Group,7-12 Yrs,,New Delhi,Experience with dbt (data build tool) or similar transformation frameworks is highly pr...,"Unix, Data analysis, Automation, Data modeling, Analytical, Social media, Investment banking, Business intelligence",3+ weeks ago
Data Analyst,Aryavart Institute Of Technology,1-3 Yrs,,Supaul,"Qualifications . bachelors degree in Data Science, Statistics, Mathematics, Computer Sc...","data cleansing, Data analysis, Analytical, Data collection, Data quality, HTTP, Data mining, Operations",3+ weeks ago
Data Analyst,Ztek Consulting,7-8 Yrs,,Chennai,Experience:7-8 years,"Data analysis, SAS SQL, SAS, Compliance, Data Analyst, data integrity, Analytics, SQL",3+ weeks ago
Data Analyst,IntouchCX,2-3 Yrs,,Hyderabad,Experience with maintaining and developing reporting tools is highly desirable . Strong...,"Analytical skills, Data analysis, SQL Server integration services, Data Analyst, Customer service, data visualization, SSIS, Operations",3+ weeks ago
Data Analyst,Creoquad Hyderabad,1-3 Yrs,,Hyderabad,Developing and maintaining predictive models to forecast business outcomes. Disclaimer:...,"Sales, Data Analyst, Analyst 1, Data analysis, Data",3+ weeks ago
Data Analyst - Client delivery,Numerator,1-6 Yrs,,Remote,"Manage end-to-end attribution maintenance across all attribute types, including true...","Training, Delivery excellence, Quality standards, Data management, Coding, Process improvement, Database, Data processing",3+ weeks ago
Data Analyst,CC Staffing International,1-2 Yrs,,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram","Knowledge & experience in data modelling, data cleansing, and data enrichment technique...","data cleansing, Data analysis, Data validation, PHP, Data quality, Data mining, Operations, Analytics",3+ weeks ago
Data Analyst,Siyanda Techlogics,2-4 Yrs,,Visakhapatnam,"Experience in algorithm design, code optimization, and data structures . Strong analyti...","data science, Analytical, Social media, Data processing, Data structures, Predictive modeling, Data Analyst, SQL",3+ weeks ago
Data Analyst,Thoucentric,5-10 Yrs,,"Panipat, Yamunanagar, Faridabad, Sonipat, Gurugram, Hisar",Experience in FMCG (Consumer healthcare) space and generating business and marketing in...,"Usage, Consulting, Corporate, Healthcare, power bi, Data Analyst, FMCG, data visualization",3+ weeks ago
Data Analyst,Wonderskool,2-7 Yrs,,Panchkula,"Most candidates for entry-level jobs will need a bachelor s degree in math, statistics ...","Data analysis, SAS, Data management, Healthcare, Data mining, Risk management, Analytics, Counselling",3+ weeks ago
Quantitative Data Analyst,Zivanta Analytics,1-4 Yrs,,Kolkata,File size should be maximum of 2MB and type should be doc or pdfPreferred Qualification...,"Data analysis, Data management, Analytical, Data Analyst, Data quality, Data mining, Risk management, Analytics",3+ weeks ago
DATA ANALYST,Gemini Exports,2-5 Yrs,,Mumbai,"Roles and Responsibilities :    The role would include extraction, cleaning, reportin...","Data validation, pricing analysis, Pharma, Competitor analysis, Portfolio analysis, Strategic planning, Market research, market data",3+ weeks ago
Data Analyst,Logic Planet,3-5 Yrs,,Nagpur,Required active participation / contribution in team discussions - Must To Have Skills:...,"project management, language teaching, data analysis, project scheduling, program management, business analysis, teaching, excel",3+ weeks ago
Data Analyst,Cornerstone India,5-7 Yrs,,Hyderabad,We are seeking an experienced Data Analyst to join our Enterprise Data Management team ...,"Data analysis, Enterprise applications, Process improvement, data governance, Data quality, data visualization, SQL, Python",3+ weeks ago
Data Analyst,Nits Solutions,1-3 Yrs,,Gurugram,"A data analyst collects and stores data on sales numbers, market research, logistics...","Process design, Sales, Linguistics, Market research, Data Analyst, Logistics, Research, Design",3+ weeks ago
Data Analyst,Contechub,1-3 Yrs,,Jaipur,"Experience:Entry Experience Level, Job Type:Full-time / InternshipPrior internship or c...","microsoft power bi, data analysis, microsoft azure, power bi, salesforcemicrosoft dynamics, communication skills, Bi, Data",3+ weeks ago
Data Analyst,Contechub,1-3 Yrs,,Jaipur,"Experience:Entry Experience Level, Job Type:Full-time / InternshipPrior internship or c...","analytics, salesforce, data analysis, communication skillsteamwork, data integration tools, microsoft dynamics, Dynamics, Data",3+ weeks ago
