title,company,experience,salary,location,description,skills,posted
Data Analyst,Business Brio,1-2 Yrs,,Kolkata,"Minimum undergraduate degree from a reputed university, preferably in STEM subjects or ...","Graphics, Minitab, Front end, RDBMS, MySQL, SPSS, Macros, Analytics",3+ weeks ago
Data Analyst,Business Brio,1-2 Yrs,,Kolkata,"Minimum undergraduate degree from a reputed university, preferably in STEM subjects or ...","Graphics, Minitab, Front end, RDBMS, MySQL, SPSS, Macros, Analytics",3+ weeks ago
SEO Data Analyst,Newfold Digital,4-6 Yrs,,Mumbai,"Experience building, owning, and maintaining production level dashboards using Tableau ...","CRO, Health insurance, Data analysis, Web analytics, Analytical, SEO, Oracle, Analytics",3+ weeks ago
Data Analyst,CGI,4-8 Yrs,8-16 Lacs PA,Hybrid - Hyderabad,Role & responsibilities  We are seeking a detail-oriented and curious Data Analyst to j...,"Data Analysis, ETL, Python, Analysis, Data",3 weeks ago
Analyst - Distribution Data Stewardship,AB,1-6 Yrs,,Pune,. Salesforce / Microsoft Dynamics CRM skills are a plus. . SQL skills are a plus. Work ...,"Customer management, Sales, Project management, Analytical, data governance, data integrity, Microsoft Dynamics, Monitoring",1 week ago
Data Engineer/ Data Analyst,Varaha Systems,2-4 Yrs,,Bengaluru,"Experience . Bachelors or Masters degree in computer science, data engineering, or a re...","Computer science, GCP, Analytical, Data processing, Data quality, Sensors, Continuous improvement, Operations",2 weeks ago
Data Analyst,Codelynks Software Solutions (P) Ltd,1-3 Yrs,,Kochi,We are looking for a Data Analyst to take on a pivotal role in our organization by no...,"Data analysis, Postgresql, Analytical, Process improvement, MySQL, Consulting, Machine learning, SQL",3+ weeks ago
Data Analyst,Sparix Global,5-10 Yrs,,Noida,The Senior Data Analyst UHC Claims Platforms is a domain focused analytics role res...,"Data analysis, Automation, Data validation, Healthcare, Appeals, Cosmos, Operations, Analytics",3+ weeks ago
Data Analyst,Hexonica,3-5 Yrs,,Pune,Role Responsibilities:     Graduate or Post Graduate in Computer Science   Work exp...,"Computer science, SQL queries, Data analysis, Data modeling, Bfsi, Relationship, Data Analyst, Troubleshooting",3+ weeks ago
Data Analyst,Oliver Wyman,2-5 Yrs,,Gurugram,This role is for the Analyst in the compensation consulting teaM The position offers go...,"Administration, Data analysis, Reinsurance, Data validation, data reporting, Management consulting, Automation tools, Data collection",3+ weeks ago
Data Analyst,Intello Labs,1-2 Yrs,,Gurugram,. Disclaimer: This job description has been sourced from a public domain and may have b...,"data quality, data analysis, analytical, interpretation, dashboards, Data, Analysis, Quality",3+ weeks ago
Data Analyst,Countrees Services And Technologies,3-6 Yrs,,Chennai,Recent Graduate Position Information and Requirements,"Commerce, HTML, Data, Data analysis",3+ weeks ago
Data Analyst,Spectrum Filtration,2-5 Yrs,,Kolkata,"Advanced Excel Reporting:              Develop, maintain, and enhance complex E...","macros, erp, data analysis, sap, oracle, pivot table, power bi, vlookup",3+ weeks ago
Data Analyst,Photon,8-13 Yrs,,Chennai,"Must have: SQL, Power BI and / or Tableau Experience: Atleast 8 years . Good to have: P...","tableau, power bi, Data Analyst, SQL, Python, Data analysis, Bi, Data",3+ weeks ago
Data Analyst,Amnet Digital,5-10 Yrs,,Hyderabad,The ideal candidate should have experience working with large data sets and understand ...,"Product management, Product engineering, Business analytics, Analytical, Artificial Intelligence, Machine learning, Agile, Healthcare",3+ weeks ago
Data Analyst,Cogniview,,Unpaid,Visakhapatnam,,,Starts in 1-3 months
Data Analyst,Aeries Technology,3-8 Yrs,,Mumbai,"Aeries is Great Place to Work certified by GPTW Institute, reflecting our commitment to...","Automation, Business Analyst, Financial analysis, Project management, Analytical, Consulting, Continuous improvement, Stakeholder management",3+ weeks ago
Data Analyst,EIPL,1-3 Yrs,,New Delhi,We are seeking a highly motivated and detail-oriented Data Analyst / Executive Assist...,"Stakeholder Engagement, Data analysis, Project management, Process improvement, Analytical, Customer support, Manager Quality Control, Data mining",3+ weeks ago
"Data Analyst, AdTech/Omnichannel",Pulsepoint,3-5 Yrs,,Mumbai,Description    Theres likely a reason youve taken the time out of your busy day to revi...,"Automation, Data analysis, Coding, Project management, Debugging, Workflow, Healthcare, Troubleshooting",3+ weeks ago
Data Analyst,Lorven Technologies,3-8 Yrs,,Chennai,"At least 3 years of work experience in analytics required, ideally in the healthcare or...","HP data protector, Analytical, HIPAA, Agile, Healthcare, Data processing, data visualization, Analytics",3+ weeks ago
Data Analyst,Conneqt,9-13 Yrs,15-20 Lacs PA,Mumbai (All Areas),"Roles and Responsibilities : . Design, develop, and maintain master data management (MD...","Data Stewardship, Data Management, Data Governance, Business Intelligence, Power Bi, data cleaning, Master Data Management, Data Analysis",3+ weeks ago
Data Analyst,Synaptica Tech,1-3 Yrs,,Hyderabad,"[{""Salary"":null , ""Remote_Job"":false , ""Posting_Title"":""Data Analyst"" , ""Is_Locked"":fal...","IT services, Data analysis, Data validation, Analytical, Data Analyst, Internship, Analytics, SQL",3+ weeks ago
Data Analyst,dt,6-11 Yrs,5-11 Lacs PA,Hyderabad,"Bachelors degree in data science, statistics, computer science, information technology,...","Power Bi, Excellent Communication In English, Advanced Excel, Excellent Verbal And Written Communication Skills, Written communication, Data analysis, Writing, Excel",3+ weeks ago
"Data analyst,Pan India",Z2plus Placement & Security Agency Pvt. Ltd.,2-5 Yrs,,Remote,"Looking for a candidate with good understanding of BI Architecture, DWH, Data Modeling","Industry research, Marketing programs, Statistical modeling, SQL database, Data modeling, management, Business excellence, Data mining",3+ weeks ago
Data Analyst,GIG Consultants,3-7 Yrs,,New Delhi,Familiarity with data visualization tools to create interactive and dynamic reports. Di...,"Product management, Business communication, Data analysis, Google Analytics, Analytical, Digital marketing, Analytics, Secondary research",3+ weeks ago
Data Analyst,Lobotus Technology,3-5 Yrs,,Bengaluru,Must know basic English languageMost important: Very Good hands on shortcut keys in excel,"Basic, Excel, VLOOKUP, Data processing, Data Analyst, Processing, Data analysis, Process",3+ weeks ago
Data Governance and Data Analyst,Clifyx Technology,7-12 Yrs,,Bengaluru,Fix DCRM issues . Must to have . SQL - expert to advance . Strong understanding of data...,"Data analysis, Data management, Analytical, Billing, data governance, Data quality, JSON, data visualization",3+ weeks ago
Econometric Data Analyst,Micro1,2-7 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Masters or PhD in Economics, Statistics, Data Science, or related field is preferredExp...","python, r, economics, data analysis, econometrics, automation, c, data science",3+ weeks ago
Data Scientist/Data Engineer/Data Analyst,Indium Software,1-4 Yrs,,Chennai,Job Title: Data Analyst Location: Chennai / Bangalore / Hyderabad / Pune Experience: 26...,"Performance tuning, Data validation, GIT, Data modeling, Analytical, Machine learning, Data processing, Apache",3+ weeks ago
Data Analyst,Chidhagni Consulting,1-4 Yrs,,Bengaluru,"Strong attention to detail, with a focus on accuracy and quality in all work. Disclaime...","microsoft office, emerging technologies, data analysis, design, statistical modeling, process improvement, visualization tools, data visualization",3+ weeks ago
Data Analyst,Hyperthink Systems,2-5 Yrs,,Bengaluru,"Bachelor s or master s in computer science, Statistics, Mathematics, or a related field...","Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python",3+ weeks ago
Data Analyst,Diverse Lynx,5-7 Yrs,,Bengaluru,Hands on experience on Data Visualization Tools like Power BI / AWS Quicksight. Good un...,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python",3+ weeks ago
Data Analyst,BMW Techworks India,3-6 Yrs,,Pune,Develop and implement data analysis methods to improve digital tire diagnosis and TPMS...,"database maintenance, python, data analysis, modeling, sas, bi, database mirroring, power bi",3 weeks ago
Urgent Requirement For Data Analyst,Texport Industries,1-6 Yrs,2.25-4.25 Lacs PA,Mumbai (All Areas)(Prabhadevi),Conduct data analysis to extract actionable insights and drive decision-making. . Explo...,"Advanced Excel, Pivot Table, Excel, VLOOKUP, Formulas, Pivot, HLOOKUP, Requirements",3 days ago
Data Analyst,Aaheli Consultants,5-8 Yrs,,"Hybrid - Gurugram, Bengaluru",Develop and deploy interactive dashboards in Power BI using DAX and advanced data model...,"Power Bi, Microsoft Power Bi, Data Cleansing, Power Query, SQL, Dax Queries, Azure Data Factory, Data Analysis",3+ weeks ago
Data Analyst,Eteam,1-3 Yrs,,Pune,"Data management concepts like data sourcing, data lineage, data quality controls, data ...","SQL queries, Data management, Banking, data governance, Data quality, Agile methodology, Data Analyst, JIRA",3+ weeks ago
Data Analyst,Stack Digital,4-9 Yrs,,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Experience working on data platform, analytics, or data warehousing programs . Strong d...","Data analysis, Agile scrum, Data Analyst, FMCG, microsoft, consumer goods, Data warehousing, Analytics",3+ weeks ago
Data Analyst,Simply Vyapar Apps,2-4 Yrs,,Bengaluru,Analyze complex data sets to identify trends and patterns. Develop and maintain databa...,"database maintenance, python, data analysis, sas, bi, power bi, problem solving, business intelligence",3+ weeks ago
Data Analyst,Cava Athleisure,2-7 Yrs,,Bengaluru,"Working experience with Python for analysis, automation, or ETL is preferred . Experien...","Customer acquisition, Automation, SMS, Data quality, Rate analysis, Forecasting, Marketing strategy, Analytics",3+ weeks ago
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,1-3 Yrs,,Bengaluru,Job Requirements . Graduate in analytical fields with strong academic credentialsExperi...,"database maintenance, data analysis, strong analytical skills, documentation, problem solving, dashboards, database administration, excel",3+ weeks ago
Data Analyst,Indium Software,1-5 Yrs,,Bengaluru,Hands-on experience with Google Sheets,"SQL queries, Automation, Data analysis, Usage, Analytical, Data Analyst, Management, Python",3+ weeks ago
Data Analyst - I,Pice App,1-3 Yrs,,Bengaluru,"Experience working with PostgreSQL and at least one OLAP database (e.g., ClickHouse, Re...","Automation, Product engineering, query optimization, orchestration, Postgresql, OLAP, Stakeholder management, Analytics",3+ weeks ago
Data Analyst,Incedo,3-6 Yrs,,Gurugram,Tableau Desktop Certified Associate / Professional certification Educational Qualificat...,"Tableau, SQL, Tableau Architecture, Tableau Reporting, Data analysis, Reporting, Architecture, Data",2 weeks ago
Data Analyst,Statusneo Technology Consulting,3-8 Yrs,6-13 Lacs PA,"Hybrid - Gurugram, Bengaluru",Role & responsibilities  • Data Landscape Discovery: Conduct comprehensive data mapping...,"Snowflake, Data Analysis, SQL, Analysis, Data",3 weeks ago
Data Analyst,Dayforce,2-7 Yrs,,Bengaluru,"The ideal candidate has strong analytical skills, deep hands-on experience with data pr...","Computer science, Payroll, Manager Quality Assurance, Version control, Data management, Machine learning, Workflow, Scheduling",3+ weeks ago
Data Analyst,Rentomojo,2-5 Yrs,,Bengaluru,"About the Role . Data Analyst 2 to 5 years Full Time We are hiring a sharp, analyticall...","Automation, Data modeling, Analytical, Postgresql, MySQL, Schema, Data processing, Operations",3 weeks ago
Data Analyst,VVF,4-8 Yrs,,Mumbai (All Areas),Experience working with large datasets and multiple data sources. . Strong analytical a...,"Tracking, Consolidation, Analyze Business, Data analysis, Business analysis, Analysis, Data",3 weeks ago
Data Analyst III,Skan,6-11 Yrs,,Bengaluru,"Experience : 6+ years of experience in business intelligence, data analysis, or a relat...","Data analysis, SSRS, OLAP, SSIS, Business intelligence, microsoft, Data mining, Analytics",3+ weeks ago
Data Analyst,The Briminc,1-3 Yrs,,Bengaluru,"Preferred Qualifications . Bachelors or Masters degree in Statistics, Mathematics, Comp...","Computer science, Automation, Data analysis, Analytical, Machine learning, Workflow, Analytics, SQL",3+ weeks ago
Data Surveillance Analyst,Parexel,2-5 Yrs,,India,"When our values align, there's no limit to what we can achieve. At Parexel, we all shar...","medical, data management, trend, interpersonal skills, sql, analytics, triage, communication skills",2 weeks ago
"Data and Tech Analyst, EIP, Livelihood Program",The/Nudge Institute,8-13 Yrs,,Guwahati,Develop and implement data analysis strategies to drive business decisions. Analyze la...,"python, macros, data analysis, data analytics, data management, data mining, predictive analytics, power bi",3+ weeks ago
Data Analyst,Swiss Re,1-4 Yrs,,Bengaluru,"You have a bachelors degree in information management, computer science, business admin...","rally, azure devops, communication skills, jira, Microsoft Azure, Data analysis, Devops, Data",3+ weeks ago
Data Analyst - People Success,Regalix,2-6 Yrs,,Bengaluru,"Required Qualifications The ideal candidate has 35 years of BI experience, strong analy...","Career development, Data analysis, Analytical, power bi, Data Analyst, Advanced Excel, Business intelligence, Macros",3+ weeks ago
Data Analyst,Bahwan CyberTek,3-4 Yrs,,Chennai,Data Analysis & Insights Analyze animal health data (dairy preferred) to identify patte...,"Data analysis, Manager Quality Assurance, Version control, GIT, Information security, Data quality, Analytics, Reporting tools",3+ weeks ago
Data Analyst,Magic Bus,3-8 Yrs,,Noida,Minimum requirement is Graduation . Tech support to the Operations team . Tech platform...,"data analysis, data management, dashboard development, data mining, presentation skills, pivot table, vlookup, analysis",3+ weeks ago
Data Analyst,Skit.ai,1-3 Yrs,,Bengaluru,Experience of minimum 1-2 year as Data / Product Analyst who has worked with SQL / Pyth...,"Product Analyst, Product quality, Data analysis, Google Analytics, Customer satisfaction, Machine learning, Agile, Data Analyst",3+ weeks ago
Data Analyst,Ahana Systems & Solutions,1-4 Yrs,,Bengaluru,The Campaign Data Analyst drives growth for Retail Assets and Business Banking product...,"Automation, Process improvement, Marketing campaigns, model development, Data Analyst, banking products, Operations, Business banking",3+ weeks ago
Data Analyst,Aeries Technology,3-6 Yrs,,Bengaluru,s. Position/Title.     Job Description. Consultant. Department. Implementation. Locatio...,"driving, ssrs, power bi, data structures, etl, sql, communication skills, statistics",3+ weeks ago
Educational Data Analyst,Udaan Skills,1-5 Yrs,,Remote,"Bachelor s degree in Statistics, Mathematics, Computer Science or equivalent","Analytical skills, Skill development, Data Analyst, Mathematics, Product research, Statistics, Monitoring, Testing",3+ weeks ago
Data Analyst,Etomate Technology,1-4 Yrs,,Bengaluru,"Should score at least 8 out of Macros not a must . Age, Qualification, Experience: As l...","Business process, Process automation, ERP, process integration, Project management, Business analytics, Business intelligence, Macros",3+ weeks ago
Data Analyst,Achyutam International,1-4 Yrs,,New Delhi,"Bachelor s degree in Finance, Economics, Statistics, Data Science, or a related fieldEx...","Data modeling, Risk assessment, Strategic planning, data integrity, Data Analyst, data visualization, Forecasting, Analytics",3+ weeks ago
Data Analyst,Clifyx Technology,1-4 Yrs,,Bengaluru,Number of Openings*  6-7  ECMS ID    Duration of contract*  4 months (Can be exte...,"Billing, Data Analyst, microsoft, Data analysis, Data",3+ weeks ago
Data Analyst,Thoucentric,3-5 Yrs,,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",Bachelor withPost-Graduation in Management Science and related fieldsExperience in weba...,"Unix, Data analysis, Automation, Web analytics, Analytical, Consulting, Data processing, Windows",3+ weeks ago
Data Analyst,Mindfount Infotech,3-8 Yrs,,Noida,3+ years of data analysis experience Proficiency in SQL and Excel Experience with visua...,"Data analysis, Marketing analytics, tableau, Google Analytics, Statistical analysis, Excel, power bi, Data Analyst",3+ weeks ago
Data Analyst,Logic Planet,3-12 Yrs,,Bengaluru,"Facilitate regular team meetings to discuss progress, challenges, and solutions. . Prof...","Analytical skills, Data analysis, Mentor, Application development, Application Lead, data visualization, Management, Data",3+ weeks ago
Data Analyst ( Tableau ),Biz Tecno,4-9 Yrs,,Chandigarh,Job Description:   Business Analyst (Data Science)   Skills Required:   SQL/Hive [mus...,"tableau, query optimization, Business Analyst, data science, Analytical, Data Analyst, Windows, SQL",3+ weeks ago
Data Analyst,Indium Software,1-4 Yrs,,Bengaluru,"Required Skills: Strong proficiency in SQL, Python, and data visualization tools (Table...","Data analysis, tableau, KPI, power bi, Data Analyst, data visualization, Stakeholder management, SQL",3+ weeks ago
Compliance Data Analyst,Payoneer,3-8 Yrs,,Bengaluru,3 years of experience with chargeback and dispute handling a must . High level of spoke...,"risk management, data analysis, strong analytical skills, credit card operations, pivot table, business analysis, vlookup, workforce management",3+ weeks ago
Treasury Data Analyst,Payoneer,1-4 Yrs,,Bengaluru,"Requirements . Bachelors degree in Economics, Accounting/ Finance or Business Administr...","python, macros, data analysis, modeling, power bi, data automation, data pipeline, regulatory reporting",3+ weeks ago
data analyst,Etomate Technology,2-7 Yrs,,Bengaluru,"Should score at least 8 out of Macros not a mustAge, Qualification, Experience: As long...","Com, Relationship Executive, Excel, Star, Database, Data Analyst, Business intelligence, Macros",3+ weeks ago
Data Analyst,Iflow,6-11 Yrs,,Bengaluru,Accuracy and attention to detail. Ability to manage multiple tasks and meet deadlines. ...,"Statistical programming, Stakeholder Engagement, Data analysis, Analytical, Data collection, data visualization, Business intelligence, Continuous improvement",3+ weeks ago
Data Analyst,Plumgoodness,1-3 Yrs,,Bengaluru,Healthcare in India is seeing a phenomenal shift with inflation in healthcare costs 3x ...,"insurance, modeling, bi, anomaly detection, fintech, dashboards, sql, salesforce",3+ weeks ago
Data Analyst,TLD Group,1-3 Yrs,,Bengaluru,What were looking for : Bachelors or Masters degree in Statistics or Applied Mathematic...,"erp, grafana, writing, power bi, erp user, communication skills, infor, Data",3+ weeks ago
Data Analyst,Neuralix Ai,2-6 Yrs,,Bengaluru,"Bachelor s degree in Data Science, Statistics, Computer Science, Mathematics, or a rela...","Computer science, Data analysis, Trend analysis, Machine learning, Data collection, Predictive modeling, Data quality, Forecasting",3+ weeks ago
Data Analyst,Brickwork Ratings (BWR),3-5 Yrs,,Bengaluru,". An eye for detail and accuracy in data maintenance and report creation. Graduation, p...","MIS reporting, Loans, Bengali, Project finance, Analytical, Billing, Structured finance, Programming",3+ weeks ago
Data Analyst,Growtharc Technologies,8-13 Yrs,,Bengaluru,Job Overview:    We are looking for a skilled and detail-oriented Data Analyst to joi...,"Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance",3+ weeks ago
Data Analyst,Myglamm,2-4 Yrs,,Mumbai,Experience in web scraping and data collection from diverse sourcesBachelors degree in ...,"Data analysis, Excel, Analytical, Data collection, Market research, data visualization, Private equity, SQL",3+ weeks ago
Data Analyst,Diverse Lynx,5-7 Yrs,,Bengaluru,"Shift Timings . Relevant Experience . 3 Years . Mandatory skills . SQL Mastery, DBT Exp...","Data dictionary, Automation, Manager Quality Assurance, Version control, Data modeling, Data quality, Analytics, Product marketing",3 weeks ago
Data Analyst,Rehoboth Academic Services,2-7 Yrs,,Bengaluru,Experience in analysing quantitative and qualitative data using various statistical tools,"Excel, Report writing, Content writing, SEM, Data Analyst, MS Office, Statistics, Office",3+ weeks ago
Data Analyst,Nbfc Credit Wise Capital,5-8 Yrs,,Mumbai,Post Graduate in a relevant subject or an equivalent combination of relevant experience...,"Loans, Data analysis, digital analytics, NBFC, Underwriting, Consumer finance, Analytical, Manager Technology",3+ weeks ago
Data Analyst I,Fluor,20-25 Yrs,,Gurugram,Practical field experience . Intermediate computer and software skills to include the u...,"3D, Administration, Staffing, Data Analyst, Management, Cost, Data, Data analysis",3+ weeks ago
Fresher - Data Analyst,Zyphra Tech Solutions,,Unpaid,Hyderabad,,,Starts in 1-3 months
Staff Data Analyst,Enphase Energy,8-12 Yrs,,Bengaluru,". BE / BTech degree or higher in Engineering, or Computer Science. 8+ years experience ...","Automation, Data management, Analytical, Process improvement, Data structures, Information technology, Monitoring, SQL",3+ weeks ago
Data Analyst,Pioneer Infotech,2-7 Yrs,,Mumbai,"Bachelor s degree in Data Science, Statistics, Computer Science, or related field 2+ ye...","Computer science, Data analysis, PDF, data science, Analytical, power bi, Data quality, data visualization",3+ weeks ago
Data Analyst,Fleek,1-2 Yrs,,Bengaluru,". Who are you . 3+ years of experience as a Data Analyst or in a similar role, with a s...","Data validation, Data modeling, Analytical, Healthcare, Manager Quality Control, Operations, Analytics, Wholesale",3+ weeks ago
Data Analyst,Clifyx Technology,1-4 Yrs,,Bengaluru,Experience working with cross-functional teams to gather and refine data requirements .,"Backend, Excel, Schema, query, power bi, Data Analyst, AWS, SQL",3+ weeks ago
Data Analyst,Stripe,4-9 Yrs,,Bengaluru,Who we are About Stripe Stripe is a financial infrastructure platform for businesses. M...,"Computer science, Data analysis, Data management, Accounting, Analytical, Billing, Management consulting, Operations",3+ weeks ago
Analyst Data Governance & Mgmt,AMERICAN EXPRESS,1-7 Yrs,,Gurugram,Core Technical Skills (Required) . Strong ability to influence partners and stakeholder...,"Business process, Operational excellence, Application management, Compliance, Senior Analyst, Time management, Analytical, data governance",3+ weeks ago
Data Analyst MDM Implementation,Client of Sampoorna Consultants Pvt. Ltd,6-8 Yrs,,Pune,Coordinate with QA and development teams to ensure requirement clarity and successful d...,"data, BRD, FRD, UAT, Data analysis, MDM",2 weeks ago
Data Analyst,MS Guide World,5-10 Yrs,,Bengaluru,Qualifications: . Education : Bachelor s or Master s degree in Computer ScienceExperien...,"Data analysis, Version control, Linux, Talent acquisition, Windows, data visualization, Analytics, Python",3+ weeks ago
Data Analyst,Han Digital Solution,1-2 Yrs,,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Programming Languages: Proficiency in SAS, Oracle, and Teradata SQL . Relational Databa...","Microstrategy, Data analysis, SAS, Db2, Coding, MySQL, Agile, Oracle",3+ weeks ago
Data Analyst,Acme Services,2-5 Yrs,,Bengaluru,"Business Analysts   conduct market analyses, analysing both product lines and th...","Interpersonal skills, Business Analyst, Analytical, Programming, Database, Manager Technology, Data quality, Data Analyst",3+ weeks ago
Data Analyst,Miles,5-10 Yrs,,Bengaluru,"Preferred Qualifications . Bachelor\\u2019s degree in Data Analytics, Statistics, Mathe...","Computer science, Data analysis, Automation, Data validation, tableau, Analytical, Marketing operations, Data Analyst",3+ weeks ago
Data Analyst (ETL Tools),Alpha Analytics Services,2-4 Yrs,,Pune,A Technical graduate will be preferredFresher with excellent knowledge and skills of th...,"Data modeling, Consulting, Data Analyst, Scheduling, Informatica, Stored procedures, Unit testing, Pentaho",3+ weeks ago
Data Analyst,Grid Dynamics,2-7 Yrs,,Bengaluru,"Essential functions . Advanced Data Processing: Familiarity with batch processing, stre...","Version control, GIT, GCP, MySQL, Cost management, Data processing, Data Analyst, Medical insurance",3+ weeks ago
AI Engineer / Data Analyst,Meru Software,2-5 Yrs,,Hyderabad,Meru Software Pvt Ltd is looking for AI Engineer / Data Analyst to join our dynamic tea...,"Machine learning, Data Analyst, SQL, Python, Data analysis, Machine, Data, Artificial Intelligence",3+ weeks ago
Data Analyst,Rapsys Tech Solutions,3-8 Yrs,,Bengaluru,Min 3 years Experience in IBM Infosphere Datastage Python experience Hands on experienc...,"Unix, Usage, GIT, GCP, Datastage, Control-M, Data Analyst, Data warehousing",3+ weeks ago
HRIS Data Analyst,Leading Client,1-5 Yrs,,Bengaluru,HRIS Ability to maintain a high level of confidentiality. Excellent written and verbal ...,"data cleaning, bpo, hr data, hris, customer service, hr, human resources, analytical skills",1 week ago
Data Analyst,Intelizign Lifecycle Services,2-5 Yrs,,Pune,Good to Have: -Good knowhow of programming languages like Python (Library knowledge PyB...,"SOH estimation, PyBamm, Battery Testing, Soh, Python, Power BI, KPI, SOC",2 weeks ago
Data Analyst,Ecolab Global Services,3-5 Yrs,,Pune,"Education: A bachelors or masters degree in computer science, Information Technology, o...","Data Analyst, Procurement, Compliance, Power Bi, Finance, Regression, Bi Tools, Process Improvement",3 weeks ago
Data Analyst,Anytime Logistic Delhi,2-4 Yrs,,Hybrid - Canada,"Seeking a Data Analyst to collect, clean, and analyze data to find trends and insights....","Data Analysis, Data Analytics, Data Reporting, Data, Analytics, Reporting, Analysis",3 weeks ago
Data Analyst,Bicxo - Enterprise Performance Management,3-6 Yrs,,Thane,"Strong understanding of data analysis principles and techniques, including statistical ...","database maintenance, python, data analysis, modeling, bi, documentation, power bi, problem solving",3+ weeks ago
QC Data Analyst,Straive,5-10 Yrs,,Remote,"Experience working with Amazon Redshift, DBM, or comparable cloud data warehouse enviro...","Python, SQL, ETL, Data analysis, QC, Data",3+ weeks ago
Group Data Privacy (GDP) Data Privacy Analyst,Deutsche Bank,2-7 Yrs,,Bengaluru,In Scope of Position based Promotions (INTERNAL only)         ...,"Assurance, HP data protector, Relationship building, HTML, German, Outsourcing, Risk management, Monitoring",2 weeks ago
Data Analyst ( CCLF),Bandi Informatics,1-2 Yrs,,Chennai,. Disclaimer: This job description has been sourced from a public domain and may have b...,"data analysis, analytical, interpretation, process improvement, problem solving, Data, Improvement, Analysis",3+ weeks ago
Data Analyst,Schwing Stetter,2-4 Yrs,,Sriperumbudur,We are seeking a detail-oriented and analytical professional to join our       Glob...,"Supply chain, Data analysis, Senior Analyst, Analytical, Data collection, Data Analyst, Management, Analysis",3+ weeks ago
Data Analyst,Nexzu Mobility,1-6 Yrs,,Pune,"Experience: 1+ years . Qualification: Bachelors in . Accounting, Finance, or related fi...","Marketing Intern, Accounting, Data Analyst, Accounts Executive, Marketing Executive, Internship, Data, Marketing",3+ weeks ago
Data Analysts,Prometheus Consulting,2-3 Yrs,,Bengaluru,Minimum Skills . Strong business analytics skills . Proficiency in Excel . Intermediate...,"Supply chain, Process orientation, Business analytics, Analytical, Consulting, Market research, Data Analyst, Customer experience",3+ weeks ago
Data Analyst,PCI India,1-5 Yrs,,New Delhi,Position Data Analyst . Qualification Experience Bachelor degree in Economics / Statist...,"Economics, Data analysis, Data collection, Performance appraisal, Data Analyst, microsoft, Powerpoint, Advertising",3+ weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Pune,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Data Analyst I - AMS,Nordson Corporation,2-5 Yrs,,Remote,"Bachelor s degree in Computer Science, Business Informatics, Mathematics or similar fie...","Data analysis, Automation, Analytical, Predictive modeling, Troubleshooting, Data mining, Business intelligence, SQL",3+ weeks ago
Data Analyst,Rezo,5-7 Yrs,,Noida,"Proficiency in queries, report writing, and presenting findings. Disclaimer: This job p...","SQL queries, Data analysis, Database design, Report writing, Data collection, Design development, Data Analyst, Data mining",3+ weeks ago
Data Analyst,Guidehouse,1-6 Yrs,,Chennai,Travel Required : None,"Process automation, MIS reporting, SAN, Backend, Data analysis, Excel, Staffing, Resource management",3+ weeks ago
Data Analyst,360DigiTMG,,Unpaid,Hyderabad,,,Starts in 1-3 months
Data Analyst,Ashoka Builders,2-7 Yrs,,Hyderabad,Experience building . interactive dashboards and reportsDiverse Learning Across Tools a...,"Product engineering, Data management, Data modeling, Machine learning, Automation tools, Agile, Business strategy, Management",2 weeks ago
Data Analyst,Sia Partners,3-6 Yrs,,Mumbai,". Education: Bachelor s or Master s degree in Computer Science, Information Systems, Da...","Computer science, French, Analytical, Data Analyst, Corporate finance, SSIS, Business intelligence, microsoft",2 weeks ago
Data Analyst,Nehire Technology,2-5 Yrs,,Noida,Excellent analytical and problem-solving skills are essential. . Ability to work collab...,"database maintenance, python, data analysis, data validation, bi, power bi, business intelligence, sql",2 weeks ago
Data Analyst,Gajam,2-4 Yrs,,New Delhi,"The Data Analyst will be responsible for managing, analyzing, and transforming data int...","Power Bi, Data Analysis, Dashboard Development, Reporting, MIS Reporting, Data Validation, Excel, Data Cleansing",2 weeks ago
Data Analyst,Ashoka Builders,2-4 Yrs,,Hyderabad(Gachibowli),Required Skills & Qualifications. Technical SkillsExperience with Business Intelligence...,"SQL, Reporting Analysis, Power Bi, Bi, Data Analysis, Data Visualization, Tableau, Dashboards",2 weeks ago
Data Analyst,Asakta Electronics And Communications,1-2 Yrs,,Visakhapatnam,Required Skills : Strong analytical and problem-solving abilities. Advanced Microsoft E...,"Pivot Table, Power Bi, Charts, Lookup, SQL, MIS, Tableau, Business Analysis",2 weeks ago
